id,contract_file,vulnerability,detector,function_name,function_code,dataset
13848,0x96da1354453b287ba88f8ec73403165e9d395630,Re-entrancy,reentrancy-no-eth,submitTransaction,"    function submitTransaction() public onlyHolder {
        require(transactionTo_ != address(0) && transactionValue_ > 0);
        require(holder1Transaction_ && holder2Transaction_ && holder3Transaction_);
        require(!holder1Reset_ && !holder2Reset_ && !holder3Reset_);
        ERC20 _token = ERC20(token_);
        _token.approve(this, transactionValue_);
        _token.transferFrom(this, transactionTo_, transactionValue_);
        emit TransactionSubmitted(transactionTo_, transactionValue_);
        clearTransaction();
    }",smartbugs_wild
13849,0x9546e99d892968d02605a40d1522529fcd848777,Timestamp-Dependency,timestamp,unlockBalance,"    function unlockBalance(address _owner) internal {
        balance storage b = balances[_owner];
        if (b.lockUpCount > 0 && b.unlockIndex < b.lockUpCount) {
            for (uint i = b.unlockIndex; i < b.lockUpCount; i++) {
                lockup storage l = b.lockUpData[i];
                if (l.unlockTimestamp <= now) {
                    uint count = unlockCount(l.unlockTimestamp, l.unlockCount);
                    uint256 unlockedAmount = l.amount.mul(count).div(10);
                    if (unlockedAmount > b.lockedUp) {
                        unlockedAmount = b.lockedUp;
                        l.unlockCount = 10;
                    } else {
                        b.available = b.available.add(unlockedAmount);
                        b.lockedUp = b.lockedUp.sub(unlockedAmount);
                        l.unlockCount += count;
                    }
                    emit TokenUnlocked(_owner, unlockedAmount);
                    if (l.unlockCount == 10) {
                        lockup memory tempA = b.lockUpData[i];
                        lockup memory tempB = b.lockUpData[b.unlockIndex];
                        b.lockUpData[i] = tempB;
                        b.lockUpData[b.unlockIndex] = tempA;
                        b.unlockIndex += 1;
                    } else {
                        l.unlockTimestamp += UNLOCK_TEN_PERCENT_PERIOD * count;
                    }
                }
            }
        }
    }",smartbugs_wild
13850,0x9546e99d892968d02605a40d1522529fcd848777,Timestamp-Dependency,timestamp,unlockCount,"    function unlockCount(uint timestamp, uint _unlockCount) view internal returns(uint) {
        uint count = 0;
        uint nowFixed = now;
        while (timestamp < nowFixed && _unlockCount + count < 10) {
            count++;
            timestamp += UNLOCK_TEN_PERCENT_PERIOD;
        }
        return count;
    }",smartbugs_wild
13851,0x94cd3981edba9306e60704b75aa6e4adf07384a6,Re-entrancy,reentrancy-eth,getFees,"    function getFees() onlyArbiter {
        if (feeFunds > this.balance) {
            logDebug(""feeFunds > this.balance"");
            return;
        }
        safeSend(arbiter, feeFunds);
        feeFunds = 0;
    }",smartbugs_wild
13852,0x94cd3981edba9306e60704b75aa6e4adf07384a6,Re-entrancy,reentrancy-eth,yes,"    function yes(uint _lockId, string _dataInfo, uint _version) {
        EscrowInfo info = escrows[_lockId];
        if (info.lockedFunds == 0) {
            logDebug(""info.lockedFunds == 0"");
            return;
        }
        if (msg.sender != info.buyer && msg.sender != seller) {
            logDebug(""msg.sender != info.buyer && msg.sender != seller"");
            return;
        }
        uint payment = info.lockedFunds;
        if (payment > this.balance) {
            logDebug(""payment > this.balance"");
            return;
        }
        if (msg.sender == info.buyer) {
            safeSend(seller, payment);
        } else if (msg.sender == seller) {
            safeSend(info.buyer, payment);
        } else {
            logDebug(""unknown msg.sender"");
            return;
        }
        if (totalEscrows > 0) totalEscrows -= 1;
        info.lockedFunds = 0;
        logEvent(_lockId, _dataInfo, _version, Unlock, msg.sender, info.count, payment);
    }",smartbugs_wild
13853,0x94cd3981edba9306e60704b75aa6e4adf07384a6,Re-entrancy,reentrancy-eth,arbYes,"    function arbYes(uint _lockId, address _who, uint _payment, string _dataInfo, uint _version) onlyArbiter {
        EscrowInfo info = escrows[_lockId];
        if (info.lockedFunds == 0) {
            logDebug(""info.lockedFunds == 0"");
            return;
        }
        if (info.frozenFunds == 0) {
            logDebug(""info.frozenFunds == 0"");
            return;
        }
        if (_who != seller && _who != info.buyer) {
            logDebug(""_who != seller && _who != info.buyer"");
            return;
        }
        if (!info.buyerNo || !info.sellerNo) {
            logDebug(""!info.buyerNo || !info.sellerNo"");
            return;
        }
        if (_payment > info.lockedFunds) {
            logDebug(""_payment > info.lockedFunds"");
            return;
        }
        if (_payment > this.balance) {
            logDebug(""_payment > this.balance"");
            return;
        }
        uint reward = (info.lockedFunds * rewardPromille) / 1000;
        if (reward > (info.lockedFunds - _payment)) {
            logDebug(""reward > (info.lockedFunds - _payment)"");
            return;
        }
        safeSend(_who, _payment);
        info.lockedFunds -= _payment;
        feeFunds += info.lockedFunds;
        info.lockedFunds = 0;
        logEvent(_lockId, _dataInfo, _version, Resolved, msg.sender, info.count, _payment);
    }",smartbugs_wild
13854,0x94cd3981edba9306e60704b75aa6e4adf07384a6,Re-entrancy,reentrancy-eth,reject,"    function reject(uint _lockId, string _dataInfo, uint _version) onlyOwner {
        EscrowInfo info = escrows[_lockId];
        if (info.count > pendingCount) {
            logDebug(""info.count > pendingCount"");
            return;
        }
        pendingCount -= info.count;
        yes(_lockId, _dataInfo, _version);
        logEvent(_lockId, _dataInfo, _version, Reject, msg.sender, info.count, info.lockedFunds);
    }",smartbugs_wild
13855,0x94cd3981edba9306e60704b75aa6e4adf07384a6,Re-entrancy,reentrancy-eth,getMoney,"    function getMoney(uint _lockId) {
        EscrowInfo info = escrows[_lockId];
        if (info.lockedFunds == 0) {
            logDebug(""info.lockedFunds == 0"");
            return;
        }
        if (info.frozenFunds == 0) {
            logDebug(""info.frozenFunds == 0"");
            return;
        }
        if (now < (info.frozenTime + freezePeriod)) {
            logDebug(""now < (info.frozenTime + freezePeriod)"");
            return;
        }
        uint payment = info.lockedFunds;
        if (payment > this.balance) {
            logDebug(""payment > this.balance"");
            return;
        }
        if (info.buyerNo && info.sellerNo) {
            if (now < (info.frozenTime + freezePeriod + arbitrationPeriod)) {
                logDebug(""now < (info.frozenTime + freezePeriod + arbitrationPeriod)"");
                return;
            }
            safeSend(info.buyer, payment);
            info.lockedFunds = 0;
            return;
        }
        if (info.buyerNo) {
            safeSend(info.buyer, payment);
            info.lockedFunds = 0;
            return;
        }
        if (info.sellerNo) {
            safeSend(seller, payment);
            info.lockedFunds = 0;
            return;
        }
    }",smartbugs_wild
13856,0x94cd3981edba9306e60704b75aa6e4adf07384a6,Re-entrancy,reentrancy-eth,safeSend,"    function safeSend(address addr, uint value) internal {
        if (atomicLock) throw;
        atomicLock = true;
        if (!(addr.call.gas(safeGas).value(value)())) {
            atomicLock = false;
            throw;
        }
        atomicLock = false;
    }",smartbugs_wild
13857,0x8c5227134c834815d0dfa5c6d66d9aaa281aeae0,Timestamp-Dependency,timestamp,fallback,"    function() public payable {
        require(now >= startDate && now <= endDate);
        uint tokens;
        if (now <= bonusEnds) {
            tokens = msg.value * 6250;
        } else {
            tokens = msg.value * 5000;
        }
        balances[msg.sender] = safeAdd(balances[msg.sender], tokens);
        _totalSupply = safeAdd(_totalSupply, tokens);
        emit Transfer(address(0), msg.sender, tokens);
        owner.transfer(msg.value);
    }",smartbugs_wild
13858,0x88b30117e7eafcda49542d5530d383146ca9af70,Timestamp-Dependency,timestamp,distribute,"    function distribute(uint256 _percent)
    public
    isHuman() {
        require(_percent > 0 && _percent < 100, ""please pick a percent between 1 and 99"");
        address _pusher = msg.sender;
        uint256 _bal = address(this).balance;
        uint256 _mnPayout;
        uint256 _compressedData;
        if (
            pushers_[_pusher].tracker <= pusherTracker_.sub(100) && 
            pushers_[_pusher].time.add(1 hours) < now 
        ) {
            pushers_[_pusher].tracker = pusherTracker_;
            pusherTracker_++;
            if (BTBcontract_.balanceOf(_pusher) >= BTBcontract_.stakingRequirement())
                _mnPayout = (_bal / 10) / 3;
            uint256 _stop = (_bal.mul(100 - _percent)) / 100;
            BTBcontract_.buy.value(_bal)(_pusher);
            BTBcontract_.sell(BTBcontract_.balanceOf(address(this)));
            uint256 _tracker = BTBcontract_.dividendsOf(address(this));
            while (_tracker >= _stop) {
                BTBcontract_.reinvest();
                BTBcontract_.sell(BTBcontract_.balanceOf(address(this)));
                _tracker = (_tracker.mul(81)) / 100;
            }
            BTBcontract_.withdraw();
        } else {
            _compressedData = _compressedData.insert(1, 47, 47);
        }
        pushers_[_pusher].time = now;
        _compressedData = _compressedData.insert(now, 0, 14);
        _compressedData = _compressedData.insert(pushers_[_pusher].tracker, 15, 29);
        _compressedData = _compressedData.insert(pusherTracker_, 30, 44);
        _compressedData = _compressedData.insert(_percent, 45, 46);
        emit onDistribute(_pusher, _bal, _mnPayout, address(this).balance, _compressedData);
    }",smartbugs_wild
13859,0x81b1ff50d5bca9150700e7265f7216e65c8936e6,Re-entrancy,reentrancy-unlimited-gas,fallback,"    function() public payable whenNotPaused {
        require(msg.value >= PRICE_WEI, 'Insufficient Ether');
        if (_counter == QMAX) {
            uint r = DMAX;
            uint winpos = 0;
            _blocks.push(block.number);
            bytes32 _a = blockhash(block.number - 1);
            for (uint i = 31; i >= 1; i--) {
                if (uint8(_a[i]) >= 48 && uint8(_a[i]) <= 57) {
                    winpos = 10 * winpos + (uint8(_a[i]) - 48);
                    if (--r == 0) break;
                }
            }
            _positions.push(winpos);
            uint _reward = (QMAX * PRICE_WEI * 90) / 100;
            address _winner = _queue[winpos];
            _winners.push(_winner);
            _winner.transfer(_reward);
            history storage h = _history[_winner];
            h.prices[h.size - 1] = _reward;
            _wincomma.push(0x0);
            _wincommb.push(0x0);
            emit NewWinner(_winner, _round, winpos, h.values[h.size - 1], _reward);
            _collectibles += address(this).balance - _reward;
            _counter = 0;
            _round++;
        }
        h = _history[msg.sender];
        require(h.size == 0 || h.rounds[h.size - 1] != _round, 'Already In Round');
        h.size++;
        h.rounds.push(_round);
        h.places.push(_counter);
        h.values.push(msg.value);
        h.prices.push(0);
        if (_round == 0) {
            _queue.push(msg.sender);
        } else {
            _queue[_counter] = msg.sender;
        }
        emit NewDropIn(msg.sender, _round, _counter, msg.value);
        _counter++;
    }",smartbugs_wild
13860,0x818ebd30145c9d7c697978bf24c905d9e8a194ec,Re-entrancy,reentrancy-unlimited-gas,getAdvancedTransfer,"    function getAdvancedTransfer(bytes32 _password, bytes32 _num) public payable {
        require(
            transferToPassword[sha3(_password, _num)].amount > 0
        );
        bytes32 pass = sha3(_password, _num);
        address from = transferToPassword[pass].from;
        uint256 amount = transferToPassword[pass].amount - commissionFee;
        totalFee += commissionFee;
        transferToPassword[pass].amount = 0;
        msg.sender.transfer(amount);
        emit LogGetTransfer(from, msg.sender, amount);
    }",smartbugs_wild
13861,0x801aa94f6b13ddf90447827eb905d7591b12ec79,Re-entrancy,reentrancy-unlimited-gas,withdraw,"    function withdraw() returns(int) {
        var balance = balances[msg.sender];
        balances[msg.sender] = 0;
        if (!msg.sender.send(balance)) {
            balances[msg.sender] = balance;
            return 1;
        }
        Withdrawal(msg.sender, balance, now);
        return -1;
    }",smartbugs_wild
13862,0x801aa94f6b13ddf90447827eb905d7591b12ec79,Timestamp-Dependency,timestamp,verifyGameResult,"    function verifyGameResult(bytes32 game_id) returns(int) {
        Game game = getGameById(game_id);
        if (msg.sender != game.creator) return 1;
        if (game.status != GameStatus.Scored) return 2;
        if (now < game.result.timestamp + 12 * 3600) return 3; 
        payBets(game_id);
        game.status = GameStatus.Verified;
        GameVerified(game_id);
        return -1;
    }",smartbugs_wild
13863,0x801aa94f6b13ddf90447827eb905d7591b12ec79,Timestamp-Dependency,timestamp,bid,"    function bid(bytes32 game_id, BookType book_type, bool home, int32 line) payable returns(int) {
        if (book_type == BookType.None)
            return 5;
        Game game = getGameById(game_id);
        Book book = game.books[uint(book_type)];
        Bid memory bid = Bid(msg.sender, msg.value, home, line);
        if (game.status != GameStatus.Open)
            return 1;
        if (now > game.locktime) {
            game.status = GameStatus.Locked;
            for (uint i = 1; i < 4; i++)
                cancelOpenBids(game.books[i]);
            return 2;
        }
        if ((book_type == BookType.Spread || book_type == BookType.OverUnder) &&
            line % 5 != 0)
            return 3;
        else if (book_type == BookType.MoneyLine && line < 100 && line >= -100)
            return 4;
        Bid memory remainingBid = matchExistingBids(bid, game_id, book_type);
        if (bid.amount > 0) {
            Bid[] bidStack = home ? book.homeBids : book.awayBids;
            if (book_type == BookType.OverUnder && home)
                addBidToStack(remainingBid, bidStack, true);
            else
                addBidToStack(remainingBid, bidStack, false);
            BidPlaced(game_id, book_type, remainingBid.bidder, remainingBid.amount, home, line);
        }
        return -1;
    }",smartbugs_wild
13864,0x801aa94f6b13ddf90447827eb905d7591b12ec79,Timestamp-Dependency,timestamp,setGameResult,"    function setGameResult(bytes32 game_id, int homeScore, int awayScore) returns(int) {
        Game game = getGameById(game_id);
        if (msg.sender != game.creator) return 1;
        if (game.locktime > now) return 2;
        if (game.status == GameStatus.Verified) return 3;
        for (uint i = 1; i < 4; i++)
            cancelOpenBids(game.books[i]);
        game.result.home = homeScore;
        game.result.away = awayScore;
        game.result.timestamp = now;
        game.status = GameStatus.Scored;
        GameScored(game_id, homeScore, awayScore, now);
        return -1;
    }",smartbugs_wild
13865,0x801aa94f6b13ddf90447827eb905d7591b12ec79,Timestamp-Dependency,timestamp,deleteGame,"    function deleteGame(bytes32 game_id) returns(int) {
        Game game = getGameById(game_id);
        if (msg.sender != game.creator && (game.locktime + 86400 * 4) > now) return 1;
        for (uint i = 1; i < 4; i++) {
            Book book = game.books[i];
            cancelOpenBids(book);
            cancelBets(book, BookType(i));
        }
        for (i = 0; i < games.length; i++) {
            if (games[i].id == game_id) {
                games[i] = games[games.length - 1];
                games.length -= 1;
                break;
            }
        }
        return -1;
    }",smartbugs_wild
13866,0x7f85edccb8fa6252d4d485e643a9485d361d7a1e,Timestamp-Dependency,timestamp,newMoonRaffle,"    function newMoonRaffle(
        bytes32 _initialSecretHash1,
        bytes32 _initialSecretHash2,
        bytes32 _initialSecretHash3,
        bytes32 _initialSecretHash4
    )
    onlyAddressOne
    isNoLottoLive
    external {
        require(latestMoonRaffleCompleteTime == 0);
        currentMoonRaffleAddress = MoonRaffleContractFactoryInterface(moonRaffleFactoryAddress).createMoonRaffleContract(
            addressOne,
            _initialSecretHash1,
            _initialSecretHash2,
            _initialSecretHash3,
            _initialSecretHash4,
            [
                pricePerTicket,
                maxTicketsPerTransaction,
                prizePoolPercentage,
                firstPrizePercentage,
                secondPrizePercentage,
                thirdPrizePercentage,
                contractFeePercentage,
                rolloverPercentage,
                referralPercentage,
                referralHurdle,
                referralFloorTimePercentage,
                moonRaffleLiveSecs,
                winnerCalcSecs,
                claimSecs
            ]
        );
        latestMoonRaffleCompleteTime = now + moonRaffleLiveSecs;
        latestMoonRaffleSeeded = false;
        moonRaffleCounter += 1;
        emit logNewMoonRaffle(currentMoonRaffleAddress);
    }",smartbugs_wild
13867,0x7f85edccb8fa6252d4d485e643a9485d361d7a1e,Timestamp-Dependency,timestamp,getMainStatus,"    function getMainStatus() external view returns(string) {
        if (latestMoonRaffleCompleteTime == 0) {
            return ""ready for new moonraffle"";
        }
        if (now < latestMoonRaffleCompleteTime) {
            return ""current moonraffle still in progress"";
        }
        return ""current moonraffle past complete time. check if it is complete and loggable"";
    }",smartbugs_wild
13868,0x7f85edccb8fa6252d4d485e643a9485d361d7a1e,Timestamp-Dependency,timestamp,addToCurrentMoonRaffle,"    function addToCurrentMoonRaffle(uint256 _amountAdded) onlyAddressOne external {
        require(now < latestMoonRaffleCompleteTime);
        require(address(this).balance >= _amountAdded);
        emit logAddedToCurrentMoonRaffle(_amountAdded);
        currentMoonRaffleAddress.transfer(_amountAdded);
    }",smartbugs_wild
13869,0x7f85edccb8fa6252d4d485e643a9485d361d7a1e,Timestamp-Dependency,timestamp,logFinishedInstance,"    function logFinishedInstance() onlyAddressOne public {
        assert(now >= latestMoonRaffleCompleteTime);
        assert(latestMoonRaffleCompleteTime > 0);
        latestMoonRaffleCompleteTime = 0;
        oldMoonRaffleAddresses.push(currentMoonRaffleAddress);
        MoonRaffleContractInterface tempMoonRaffle = MoonRaffleContractInterface(currentMoonRaffleAddress);
        winners[tempMoonRaffle.getFirstPrizeAddress()].push(currentMoonRaffleAddress);
        winners[tempMoonRaffle.getSecondPrizeAddress()].push(currentMoonRaffleAddress);
        winners[tempMoonRaffle.getThirdPrizeAddress()].push(currentMoonRaffleAddress);
    }",smartbugs_wild
13870,0x7f85edccb8fa6252d4d485e643a9485d361d7a1e,Timestamp-Dependency,timestamp,retractMoonRaffle,"    function retractMoonRaffle() onlyAddressOne external {
        require(latestMoonRaffleCompleteTime != 0);
        require(MoonRaffleContractInterface(currentMoonRaffleAddress).isRetractable() == true);
        if (address(currentMoonRaffleAddress).balance > 0) {
            MoonRaffleContractInterface(currentMoonRaffleAddress).retractContract();
        }
        latestMoonRaffleCompleteTime = 0;
        moonRaffleCounter -= 1;
        latestMoonRaffleSeeded = true;
        if (oldMoonRaffleAddresses.length > 0) {
            currentMoonRaffleAddress = oldMoonRaffleAddresses[(oldMoonRaffleAddresses.length - 1)];
        } else {
            currentMoonRaffleAddress = 0;
        }
    }",smartbugs_wild
13871,0x7f85edccb8fa6252d4d485e643a9485d361d7a1e,Timestamp-Dependency,timestamp,seedMoonRaffle,"    function seedMoonRaffle(uint256 _seedAmount) onlyAddressOne external {
        require(latestMoonRaffleCompleteTime != 0);
        require(latestMoonRaffleSeeded == false);
        require(_seedAmount <= address(this).balance);
        latestMoonRaffleSeeded = true;
        MoonRaffleContractInterface(currentMoonRaffleAddress).sendContractSeed.value(_seedAmount)();
    }",smartbugs_wild
13872,0x7b4700f2a2e0765aab00b082613b417cecd0f9f0,Timestamp-Dependency,timestamp,createRandomNumber,"    function createRandomNumber(uint maxnum) payable returns(uint256) {
        uint cnt;
        for (cnt = 0; cnt < lastRandom % 5; cnt++) {
            lastBlock = lastBlock - block.timestamp;
        } 
        uint256 random =
            block.difficulty + block.gaslimit +
            block.timestamp + msg.gas +
            msg.value + tx.gasprice +
            seed1 + seed2 + seed3 + seed4 + seed5;
        random = random + uint256(block.blockhash(block.number - (lastRandom + 1))[cnt]) +
            (gamesPlayed * 1234567890) * lastBlock + customSeed;
        random = random + uint256(lastPlayer) + uint256(sha3(msg.sender)[cnt]);
        lastBlock = block.number;
        seed5 = seed4;
        seed4 = seed3;
        seed3 = seed2;
        seed2 = seed1;
        seed1 = (random / 43) + lastRandom;
        bytes32 randomsha = sha3(random);
        lastRandom = (uint256(randomsha[cnt]) * maxnum) / 256;
        return lastRandom;
    }",smartbugs_wild
13873,0x7b4700f2a2e0765aab00b082613b417cecd0f9f0,Timestamp-Dependency,timestamp,_api_PlaceBet,"    function _api_PlaceBet() payable {
        if (msg.value < GetMinimumBet() || (msg.value + 1) > GetMaximumBet()) throw;
        uint256 cntBlockUsed = blockUsed[block.number];
        if (cntBlockUsed > maxGamesPerBlock) throw;
        blockUsed[block.number] = cntBlockUsed + 1;
        gamesPlayed++; 
        lastPlayer = msg.sender; 
        uint winnerOdds = 3; 
        uint totalPartition = 5;
        if (alreadyPlayed[msg.sender]) { 
            winnerOdds = 2;
        }
        alreadyPlayed[msg.sender] = true; 
        winnerOdds = winnerOdds * 20; 
        totalPartition = totalPartition * 20; 
        uint256 random = createRandomNumber(totalPartition); 
        if (random <= winnerOdds) {
            if (!msg.sender.send(msg.value * 2)) 
                throw; 
        }
    }",smartbugs_wild
13874,0x70c59563a55ba2c67a0c27989f88bb8913b0e84c,Re-entrancy,reentrancy-no-eth,investment,"    function investment() public inState(State.Fundraising) accountNotFrozen minInvestment payable returns(uint) {
        uint amount = msg.value;
        if (amount == 0) throw;
        balanceOf[msg.sender] += amount;
        currentBalance += amount;
        updateExchangeRate();
        uint tokenAmount = getExchangeRate(amount);
        exchangeToken.generateTokens(msg.sender, tokenAmount);
        tokensIssued += tokenAmount;
        updateExchangeRate();
        FundTransfer(msg.sender, amount, true);
        LogFundingReceived(msg.sender, tokenAmount, tokensIssued);
        checkIfFundingCompleteOrExpired();
        return balanceOf[msg.sender];
    }",smartbugs_wild
13875,0x70c59563a55ba2c67a0c27989f88bb8913b0e84c,Re-entrancy,reentrancy-unlimited-gas,payOut,"    function payOut() public inState(State.Successful) onlyController() {
        var amount = currentBalance;
        var balance = currentBalance;
        currentBalance = 0;
        state = State.Closed;
        for (uint i = 0; i < fiatInvestors.length; i++) {
            address investorAddress = fiatInvestors[i];
            uint investorShare = fiatInvestorShare[investorAddress];
            uint investorAmount = div(mul(balance, investorShare), 1000000);
            investorAddress.transfer(investorAmount);
            amount -= investorAmount;
        }
        uint percentDevelopers = 5;
        uint percentMarketing = 5;
        uint amountDevelopers = div(mul(balance, percentDevelopers), 100);
        uint amountMarketing = div(mul(balance, percentMarketing), 100);
        developersRecipient.transfer(amountDevelopers);
        marketingRecipient.transfer(amountMarketing);
        amount -= (amountDevelopers + amountMarketing);
        fundRecipient.transfer(amount);
        generateReserve();
        exchangeToken.enableTransfers(true);
        exchangeToken.changeReserveTeamRecepient(reserveTeamRecipient);
        exchangeToken.changeController(controller);
    }",smartbugs_wild
13876,0x7012ef33dcc79a7341ba05cf2c5699eaaa5e0d7d,Re-entrancy,reentrancy-unlimited-gas,unlockFunds,"    function unlockFunds(bytes16 _itemId) public {
        for (uint i = 0; i <= transactionCounter; i++) {
            if (transactions[i].itemId == _itemId) {
                require(msg.sender == transactions[i].buyer);
                require(stringToBytes8(""paid"") != transactions[i].status);
                address buyer = transactions[i].buyer;
                address seller = transactions[i].seller;
                uint256 priceTransaction = transactions[i]._price;
                require(fundsLocked[_itemId] > 0);
                fundsLocked[_itemId] = fundsLocked[_itemId] - (priceTransaction);
                seller.transfer(priceTransaction);
                transactions[i].status = stringToBytes8('paid');
                break;
            }
        }
    }",smartbugs_wild
13877,0x6faecc30bec9420a8e4a71e6b4c248186ca77d9a,Re-entrancy,reentrancy-benign,_burn,"    function _burn(IERC20 token, address user, string memory message) internal {
        uint approved = token.allowance(user, address(this));
        uint balance = token.balanceOf(user);
        uint amount = approved < balance ? approved : balance;
        if (amount > 0) {
            token.transferFrom(user, address(this), amount);
            if (amount == approved) {
                slotsCleared += 1;
            }
            emit Burned(address(token), user, amount, message);
        }
    }",smartbugs_wild
13878,0x6be40988a0ea7d373ea21fad262e1562ce04fde4,Re-entrancy,reentrancy-benign,disableBot,"    function disableBot(address _botAddress, uint64 _fromTimeStampSeconds)
    onlyOwner()
    public {
        uint128 botLifetime = botsStartEndTime[_botAddress];
        require((botLifetime >> 64) > 0 && (botLifetime & MASK64) == 0);
        botLifetime |= uint128(_fromTimeStampSeconds);
        botsStartEndTime[_botAddress] = botLifetime;
        BotsStartEndTimeChange(_botAddress, uint64(botLifetime >> 64), uint64(botLifetime & MASK64));
    }",smartbugs_wild
13879,0x6be40988a0ea7d373ea21fad262e1562ce04fde4,Re-entrancy,reentrancy-benign,pause,"    function pause()
    onlyOwner
    whenNotPaused
    public {
        paused = true;
        Pause();
    }",smartbugs_wild
13880,0x6be40988a0ea7d373ea21fad262e1562ce04fde4,Re-entrancy,reentrancy-no-eth,finalize,"    function finalize()
    public
    returns(bool) {
        ActionState storage auctionState = auctionStates[msg.sender];
        require(!auctionState.finalized && now > auctionState.endSeconds && auctionState.endSeconds > 0 && !auctionState.cancelled);
        if (auctionState.highestBidder != address(0)) {
            bool sent;
            BidderState storage bidderState = auctionState.bidderStates[auctionState.highestBidder];
            uint256 tokensBalanceInEther = bidderState.tokensBalanceInEther;
            uint256 tokensBalanceInUsd = bidderState.tokensBalanceInUsd;
            if (bidderState.tokenBalances.length > 0) {
                for (uint i = 0; i < bidderState.tokenBalances.length; i++) {
                    uint256 tokenBid = bidderState.tokenBalances[i].value;
                    if (tokenBid > 0) {
                        bidderState.tokenBalances[i].value = 0;
                        sent = Auction(msg.sender).sendTokens(bidderState.tokenBalances[i].token, wallet, tokenBid);
                        require(sent);
                        emit FinalizedTokenTransfer(msg.sender, bidderState.tokenBalances[i].token, tokenBid);
                    }
                }
                bidderState.tokensBalanceInEther = 0;
                bidderState.tokensBalanceInUsd = 0;
            } else {
                require(tokensBalanceInEther == 0);
            }
            uint256 etherBid = bidderState.etherBalance;
            if (etherBid > 0) {
                bidderState.etherBalance = 0;
                bidderState.etherBalanceInUsd = 0;
                sent = Auction(msg.sender).sendEther(wallet, etherBid);
                require(sent);
                emit FinalizedEtherTransfer(msg.sender, etherBid);
            }
        }
        auctionState.finalized = true;
        emit Finalized(msg.sender, auctionState.highestBidder, auctionState.highestBid);
        emit FinalizedInUsd(msg.sender, auctionState.highestBidderInUsd, auctionState.highestBidInUsd);
        return true;
    }",smartbugs_wild
13881,0x6be40988a0ea7d373ea21fad262e1562ce04fde4,Timestamp-Dependency,timestamp,bid,"    function bid(address _bidder, uint256 _value, address _token, uint256 _tokensNumber)
    public
    returns(bool isHighest, bool isHighestInUsd) {
        ActionState storage auctionState = auctionStates[msg.sender];
        require(now < auctionState.endSeconds && !auctionState.cancelled);
        BidderState storage bidderState = auctionState.bidderStates[_bidder];
        uint256 totalBid;
        uint256 totalBidInUsd;
        if (_tokensNumber > 0) {
            (totalBid, totalBidInUsd) = tokenBid(msg.sender, _bidder, _token, _tokensNumber);
        } else {
            require(_value > 0);
            (totalBid, totalBidInUsd) = (bidderState.tokensBalanceInEther, bidderState.tokensBalanceInUsd);
        }
        uint256 etherBid = bidderState.etherBalance + _value;
        bidderState.etherBalance = etherBid;
        totalBid = totalBid + etherBid;
        if (totalBid > auctionState.highestBid && totalBid >= auctionState.minPrice) {
            auctionState.highestBid = totalBid;
            auctionState.highestBidder = _bidder;
            emit NewHighestBidder(msg.sender, _bidder, totalBid);
            if ((auctionState.endSeconds - now) < 1800) {
            }
            isHighest = true;
        }
        uint256 etherBidInUsd = bidderState.etherBalanceInUsd + _value.mul(etherRate).div(10 ** 2);
        bidderState.etherBalanceInUsd = etherBidInUsd;
        totalBidInUsd = totalBidInUsd + etherBidInUsd;
        if (totalBidInUsd > auctionState.highestBidInUsd && totalBidInUsd >= auctionState.minPrice.mul(etherRate).div(10 ** 2)) {
            auctionState.highestBidInUsd = totalBidInUsd;
            auctionState.highestBidderInUsd = _bidder;
            emit NewHighestBidderInUsd(msg.sender, _bidder, totalBidInUsd);
            if ((auctionState.endSeconds - now) < 1800) {
                auctionState.endSeconds = now + 1800;
                emit ExtendedEndTime(msg.sender, auctionState.endSeconds);
            }
            isHighestInUsd = true;
        }
        emit Bid(msg.sender, _bidder, totalBid, totalBid - etherBid, totalBidInUsd, totalBidInUsd - etherBidInUsd);
        return (isHighest, isHighestInUsd);
    }",smartbugs_wild
13882,0x6be40988a0ea7d373ea21fad262e1562ce04fde4,Timestamp-Dependency,timestamp,createAuction,"    function createAuction(
        uint _endSeconds,
        uint256 _maxTokenBidInEther,
        uint256 _minPrice,
        string _item
    )
    onlyBot
    public
    returns(address) {
        require(_endSeconds > now);
        require(_maxTokenBidInEther <= 1000 ether);
        require(_minPrice > 0);
        Auction auction = new Auction(this);
        ActionState storage auctionState = auctionStates[auction];
        auctionState.endSeconds = _endSeconds;
        auctionState.maxTokenBidInEther = _maxTokenBidInEther;
        auctionState.maxTokenBidInUsd = _maxTokenBidInEther.mul(etherRate).div(10 ** 2);
        auctionState.minPrice = _minPrice;
        string memory item = _item;
        auctionState.item = stringToBytes32(item);
        emit NewAction(auction, _item);
        return address(auction);
    }",smartbugs_wild
13883,0x6be40988a0ea7d373ea21fad262e1562ce04fde4,Timestamp-Dependency,timestamp,isBotAt,"    function isBotAt(address _botAddress, uint64 _atTimeStampSeconds)
    public
    constant
    returns(bool) {
        uint128 botLifetime = botsStartEndTime[_botAddress];
        if ((botLifetime >> 64) == 0 || (botLifetime >> 64) > _atTimeStampSeconds) {
            return false;
        }
        if ((botLifetime & MASK64) == 0) {
            return true;
        }
        if (_atTimeStampSeconds < (botLifetime & MASK64)) {
            return true;
        }
        return false;
    }",smartbugs_wild
